out_action,D0,D1,D2,D3,D4,D5
1,1170.265589,-261.789996,-2.842281962,-0.021939423,0.855757277,0.092322244
12,156.3432006,-8.174920271,-0.227385182,-0.007237798,-0.10964113,0.058939569
3,1984.429724,-212.6114617,0.504561928,0.143834727,0.009443518,0.000247923
2,1424.874859,-148.1775702,-0.042390959,0.001049546,0.036168444,-0.000893891
3,752.6653969,-66.07443823,-0.257700495,0.023512306,0.05006787,0.000724955
3,186.2466671,-18.21843663,0.033859308,-0.000922855,-0.009901366,0.000738343
13,1961.337474,-503.5192394,1.438185802,0.086592767,-0.175684819,0.000126778
7,1493.124154,-462.8488986,1.418977388,-0.190744042,-0.187689806,0.03910488
1,1359.276198,-321.864002,-1.964340641,-0.044769355,0.842507067,0.052913102
1,357.4728651,-59.9901156,-0.067401163,7.41E-05,-0.092838874,-0.000440797
3,2024.629552,-104.7713175,-0.038030618,0.063258051,0.140080925,-0.006957175
3,1465.32614,-40.03071084,-0.593857613,-0.079264596,0.171957506,-0.008267172
6,900.2077426,12.18159079,-0.529957098,-0.080936464,0.13073019,-0.006933698
23,466.0377507,44.63689198,-0.132034771,-0.134438379,0.011590549,-0.00692407
3,1629.849433,-256.6283899,0.398284891,0.132254639,0.03941437,-0.006722096
1,1070.546022,-191.8877832,-0.157542103,-0.010268009,0.071290951,-0.008032093
2,190.4097302,1.487325736,-1.092815263,0.046203586,0.209804361,-0.007253524
3,1940.561032,-76.19601957,0.196573858,0.086294079,0.012255042,0.004428625
17,1381.257621,-11.4554129,-0.359253137,-0.056228568,0.044131623,0.003118628
6,693.6186996,-37.19191479,-0.77795481,-0.165296291,0.048828117,0.040914291
11,241.8331586,-8.180569478,-0.010300482,-0.106665516,-0.105834115,-0.000684904
11,1941.531972,126.7321997,1.029745563,0.063868072,0.391916801,0.004235095
23,1358.855682,166.4575484,0.170768659,-0.168447766,0.289416026,0.041079765
23,482.9068803,61.89198511,-0.047947461,-0.142243138,0.046632399,0.060820898
18,1762.121725,111.8248867,-0.284627476,0.110769444,0.035769961,-0.003997726
23,1171.649545,144.0582384,-1.787813641,-0.17497132,-0.165934435,0.022456029
11,316.9148344,18.08539171,-1.728466262,-0.130440908,-0.124009627,0.029965076
3,1630.748055,-44.18344359,0.426971836,0.19103722,0.029487083,0.01271197
16,1071.193189,20.25044785,-0.119981051,0.048252039,0.05621201,0.011570157
6,210.9562317,-9.589662695,-0.564619758,-0.015254036,-0.209464033,0.068072346
13,1641.226699,-368.0945302,2.386015808,-0.061019285,-0.151131862,0.049971366
7,1173.013379,-327.4241895,2.366807394,-0.338356094,-0.16313685,0.088949468
8,1039.165423,-186.4392929,-1.016510635,-0.192381407,0.867060024,0.10275769
3,1856.818947,-250.2070387,0.810265745,0.072273281,0.249265691,0.02900896
1,1297.264082,-185.7731473,0.263312858,-0.0705119,0.275990617,0.027867147
10,417.4232487,7.592549736,-0.678468178,-0.013812882,0.419156258,0.028494239
19,1879.650511,-417.6601581,1.303982745,0.08862575,-0.146863489,-0.000997056
14,1343.159587,-404.2072697,1.030151923,-0.168787518,-0.7773096,0.027766999
1,1219.283967,-300.0260998,-1.880954048,-0.021727902,0.890471193,0.048378527
1,221.5422777,-31.22046141,-0.219429095,0.002314723,-0.059578708,-0.001702496
11,1964.248407,133.1782167,0.913068431,0.219260203,0.291964075,-0.065193693
23,1381.572116,172.9035654,0.054091527,-0.013055635,0.1894633,-0.028349023
23,505.6233145,68.33800217,-0.164624594,0.013148993,-0.053320327,-0.00860789
10,2064.121219,13.31033179,0.245196306,0.204454753,0.078264271,-0.013243669
16,1405.520671,42.25249109,-0.551100892,-0.027251963,0.252524356,0.025953472
11,537.9658063,-4.424949575,-0.578601834,-0.026502485,-0.122399089,0.02921943
4,1941.161041,-215.6710576,0.345437898,0.17497026,-0.190179067,0.005358683
2,1445.195862,-166.0462343,0.037632065,0.010726155,-0.259009048,0.005302405
2,777.3205912,-78.96732627,-0.384493392,0.053870527,-0.165399625,0.006325408
5,105.1971484,-1.052493278,-0.440957284,0.05517086,-0.14728636,0.005469375
4,1633.311337,-300.2400064,1.419842049,0.087236644,-0.126673523,-7.17E-05
1,1137.346159,-250.6151831,1.112036215,-0.077007462,-0.195503504,-0.000128023
1,267.1089802,-48.66945071,-0.086826517,0.001447894,0.053597001,-0.000735443
3,1663.40178,-167.557034,0.492181766,0.14419324,0.002087968,-2.97E-05
3,1103.846915,-103.1231425,-0.054771121,0.001408059,0.028812894,-0.001171469
3,539.0373775,-50.79376016,-0.000265271,2.05E-05,-0.005346953,-1.02E-05
3,2045.719676,-240.3090326,0.795399933,0.119594424,-0.048458053,2.30E-05
2,1486.416264,-175.568426,0.239572939,-0.022928224,-0.016581472,-0.001287043
2,813.9383206,-93.65122147,0.035177427,-0.000775698,-0.007752832,0.000530323
2,140.9092412,-16.18960545,0.005923105,-0.000132235,-0.002909817,8.81E-05
5,1930.41313,-176.7934386,0.085477865,0.200405322,0.096597468,-0.001778148
3,1481.079173,-134.7165243,-0.072948733,0.017652553,0.042956127,-0.000867416
4,921.0029079,-74.24168974,-0.446171326,0.057272945,0.117953869,-0.002580237
6,423.7466104,-34.41894271,-0.214206947,0.035651426,0.079296213,-0.001432074
10,1796.429084,81.35115672,0.041134385,0.216683927,0.14701877,-0.041239562
23,1137.828536,110.293316,-0.755162814,-0.015022789,0.321278855,-0.00204242
11,255.5401734,-3.173285903,-0.425952171,-0.013859929,-0.260734245,-0.005648437
2,1634.570888,-190.4449894,0.196134966,0.169100642,-0.012331048,-0.003687925
2,965.3421278,-94.69305249,-0.483610638,0.046740149,0.009652951,-0.001927311
4,293.3889012,-15.70546052,-0.583088002,0.04914611,0.029295334,-0.003469406
3,1960.509989,-47.23692432,0.12155899,0.052693174,0.086801999,0.042174769
5,1400.955124,17.19696712,-0.425393897,-0.090092007,0.113526926,0.041032956
17,945.22481,51.57881748,-0.08281041,-0.128036132,0.005093511,0.041311294
24,273.4182509,39.77601283,-0.653476883,-0.171328907,0.265965875,0.094634391
9,2056.495211,49.06547562,0.406926196,0.159603223,0.216424021,0.003431136
23,1226.103603,95.0067554,-0.561559244,-0.054387352,-0.005289954,0.047283281
4,353.9181772,-18.65246214,-0.871990378,-0.07588867,-0.157545151,0.036649827
10,1782.2456,27.25905591,0.974882078,0.017531559,0.135067594,0.027913283
16,1123.645052,56.20121521,0.17858488,-0.214175157,0.30932768,0.067110425
17,256.0901869,9.523774543,0.151083938,-0.213425679,-0.065595766,0.070376382
9,2235.690914,74.36014379,0.399463773,0.224856409,0.303488611,-0.038098359
22,1405.299305,120.3014236,-0.569021667,0.010865834,0.081774637,0.005753786
16,211.1410817,70.42200673,-1.945299481,-0.004025403,0.250885358,0.007134811
4,1748.62111,-182.4181038,0.365260406,0.148495778,-0.014214488,-0.002994303
5,1252.942674,-132.9205872,0.057075808,-0.015712362,-0.076514583,-0.003007203
2,803.7816265,-95.57360579,0.173045079,-0.032810847,-0.083326304,-0.003388892
3,135.5333946,-5.584866422,-0.35450863,0.027168145,0.011798447,-0.00186223
11,2106.937558,-15.62038788,0.425035903,0.12876266,0.495646876,0.012930226
16,1523.416895,24.21506539,-0.519818883,-0.123053807,0.358500927,0.044808904
5,669.6801531,-25.91295284,-0.768233748,-0.105010596,0.277708659,0.055080325
18,198.0381204,-2.315632729,0.376951663,-0.063810195,0.456165895,0.020597018
4,1884.285337,-123.1213433,0.156657102,0.169931972,0.125195824,-0.004367587
5,1388.320159,-73.49652007,-0.151148731,0.005687867,0.056365842,-0.004423865
10,939.2830335,-36.08636655,-0.039070734,-0.011248517,0.054084375,-0.004906594
4,275.5101763,-14.76785226,-0.611855852,-0.062251506,0.240513653,0.035137661
3,2074.274936,-232.80867,0.442780713,0.145407068,-0.080997963,-0.001240984
2,1514.971525,-168.0680634,-0.113046281,0.002884421,-0.049121383,-0.002550981
2,842.4935812,-86.15085885,-0.317441793,0.025036947,-0.040292742,-0.000733614
3,169.4645019,-8.689242826,-0.346696115,0.02568041,-0.035449728,-0.001175822
5,1759.440429,-238.6172087,0.60279608,0.180654748,0.317989512,-0.032144453
1,1310.22866,-196.5137626,0.438861585,-0.001880646,0.260460489,-0.031477045
10,438.3195099,12.67245916,-0.916315177,0.09498756,0.498228496,-0.032905749
1,2141.883798,-451.6368072,1.429787272,0.086949187,-0.14796349,2.74E-05
1,1270.749258,-232.0531446,-0.113160026,0.001573861,0.036898091,-0.00091756
1,364.580403,-67.09882191,0.006317928,-0.000128541,-0.006339632,5.65E-05
19,1990.364494,-414.4208775,1.064142808,0.115363656,-0.088855124,0.003772455
14,1453.873569,-400.967989,0.790311986,-0.142049611,-0.719301234,0.03253651
1,1329.997949,-296.7868192,-2.120793985,0.005010005,0.948479559,0.053148038
2,332.2562602,-27.9811808,-0.459269032,0.029052629,-0.001570342,0.003067015
16,1985.530123,-55.43281665,0.01236943,0.154784059,-0.050216252,-0.024987638
5,1127.926371,-62.29918923,-0.901567495,-0.07200845,-0.471907668,0.016222304
6,665.5325211,-33.47352289,-0.078040062,-0.031338395,-0.057671557,-0.021157931
18,242.5925874,4.353506355,-0.085432866,-0.043730352,-0.133656416,-0.02441326
4,1734.809159,-536.0824716,1.492129781,0.086671624,-0.073782785,0.000446256
7,1239.130723,-486.5849551,1.183945183,-0.077536516,-0.136082881,0.000433356
1,1002.939951,-250.7351717,-2.673093006,-0.015005347,0.963109258,0.03354302
10,2056.924897,-24.3157942,0.424241525,0.146200305,0.032402646,-0.001512066
16,1398.32435,4.626365106,-0.372055674,-0.085506411,0.206662732,0.037685076
3,530.7694847,-42.05107556,-0.399556616,-0.084756933,-0.168260714,0.040951033
9,2042.071896,-121.4564857,0.301530718,0.1304252,0.090255465,-0.019477919
5,1211.680288,-75.51520591,-0.666954722,-0.083565374,-0.131458509,0.024374227
5,745.9270786,-49.15396238,0.237123716,-0.056743272,0.010875056,-0.014999304
10,297.325817,-8.312394943,0.134744322,-0.051925971,0.027942321,-0.018919452
3,2151.45314,-115.5120213,0.470743099,0.144629463,0.058184423,-0.000389031
17,1592.149728,-50.77141466,-0.085083895,0.002106815,0.090061004,-0.001699028
5,904.510807,-76.50791655,-0.503785568,-0.106960908,0.094757498,0.036096636
3,431.1209849,-48.67634551,0.373011913,-0.040095784,-0.068572081,0.002431931
2,1950.929842,-230.6696782,0.703352514,0.13985767,0.034359468,0.004361482
2,1281.701082,-134.9177413,0.023606909,0.017497177,0.056343467,0.006122095
5,609.7478553,-55.9301493,-0.075870455,0.019903138,0.07598585,0.00458
3,144.5513365,-25.0388725,0.549889924,-0.042427601,-0.086736748,0.005102715
6,2052.352257,-178.1208258,0.17788141,0.078724219,0.097266866,0.020163717
4,1627.683563,-138.4827001,0.066860754,-0.117239659,-0.000728956,0.019026235
4,1133.236677,-91.22050731,-0.140243591,-0.085269511,0.042475903,0.019855802
5,638.257753,-47.74758279,-0.136224866,-0.085488015,0.061589732,0.020032292
12,188.3854226,-10.25587499,-0.02153259,-0.10235562,0.030698537,0.019512382
5,1975.331688,-292.3481859,0.324248302,0.177675156,-0.007751716,0.004694159
1,1525.997731,-250.2712717,0.165821704,-0.005077613,-0.061393057,0.005604892
4,654.1185847,-40.09482476,-1.200111061,0.092081303,0.17381904,0.00389408
5,131.7783584,-9.273227077,-0.143069743,0.017433149,0.021956283,0.00045742
12,1947.95586,-587.5915914,2.295958104,0.039585476,-0.591321689,-0.004274264
7,1424.444814,-553.7371182,2.052546273,-0.217390499,-0.868115317,0.030906426
1,1207.717531,-338.032669,-1.761040961,-0.055171092,0.45299774,0.034721313
0,194.250608,-80.55946289,0.823764327,-0.047348072,-0.520048968,-0.004580271
12,1680.103927,-496.8466839,1.667759492,0.08494028,-0.098238758,0.001776793
14,1156.592881,-462.9922108,1.424347661,-0.172035694,-0.375032386,0.036957482
1,934.4717509,-243.6804393,-2.694127072,-0.0154154,0.943187896,0.045899078
1,1981.554147,-391.3858668,0.741098393,0.157165455,0.145689633,0.010980842
1,1109.895739,-172.4204657,-0.797180465,0.071721611,0.328952173,0.010070501
4,203.9572362,-7.429703033,-0.682739852,0.070096502,0.287653496,0.011007379
19,1805.857359,-398.945544,1.427605443,0.061259113,-0.333240899,0.057887691
14,1269.366434,-385.4926555,1.153774621,-0.196154154,-0.963687009,0.086651745
1,1145.490814,-281.3114856,-1.75733135,-0.049094538,0.704093783,0.107263273
12,147.7491249,-12.50584723,-0.095806397,-0.025051914,-0.245956118,0.05718225
10,1786.873097,-43.41117751,0.944967474,0.048898505,0.022756917,0.020388234
9,1128.272549,-14.46901821,0.148670275,-0.182808211,0.197017003,0.059585376
10,284.5096704,-0.945946232,-0.036421551,-0.166635752,-0.059609221,0.064587422
5,1751.492144,-120.7307749,0.337017587,0.09761856,0.043710023,0.022994415
4,1302.280376,-78.62732883,0.173083092,-0.084916834,-0.013819001,0.023661823
4,806.9058871,-32.37261293,0.026736056,-0.066639678,-0.004130534,0.022950868
17,311.655099,11.23716675,0.025406864,-0.066673002,0.00698223,0.022932841
18,1936.829686,171.6043363,0.185128057,0.015354516,-0.391551613,0.013019039
23,1346.357506,203.8376879,-1.318058109,-0.270386247,-0.593256008,0.039472793
24,491.6227957,77.86484128,-1.25871073,-0.225855836,-0.551331201,0.046981841
3,2022.215974,-364.2340759,1.430039844,0.086905169,-0.1527236,3.46E-05
1,1462.912562,-299.4934692,0.874212849,-0.055617478,-0.12084702,-0.001275405
1,582.7762707,-106.1183603,-0.061060311,0.000854117,0.017666391,-0.000496836
20,1790.80182,-384.4057056,0.248561543,0.232803116,-0.027376608,-0.063692901
7,1315.075469,-360.9088141,0.364962253,-0.0530425,-0.039177243,0.005752253
1,1193.115511,-219.5074636,-3.113519654,0.087920565,0.98086149,-0.006357508
17,192.1127781,38.11776328,-1.253775496,0.146290639,0.058366267,-0.064224325
16,1958.765577,37.57816009,0.340016128,0.078277148,0.574541844,0.012754734
4,1101.161825,30.71178751,-0.573920798,-0.148515361,0.152850429,0.053964677
24,603.5599119,68.41164242,-0.08911771,-0.08271472,0.511753063,0.009351715
13,1682.103193,-376.0812564,2.44273106,0.18972234,-0.146151723,-0.047756869
21,1213.682535,-332.6492266,2.339201845,-0.06598913,-0.143607805,-0.001276577
8,1061.279018,-176.5985613,-1.57439002,-0.003069212,0.851608276,0.03067622
1,1708.8813,-346.8415344,1.916186169,0.08203553,-0.251905607,0.003674826
3,837.2228919,-127.8761333,0.377907311,-0.003408314,-0.068643067,0.002764485
1,254.8184134,-92.72594799,1.522824618,-0.065022583,-0.306952796,0.005890919
12,1877.391472,-512.733144,0.984940273,0.200985851,0.002293314,0.029282227
7,1353.880426,-478.8786709,0.741528442,-0.055990124,-0.274500314,0.064462917
1,1137.153144,-263.1742216,-3.072058792,0.106229283,1.046612743,0.068277805
6,123.6862206,-5.701015558,-0.487253504,0.114052303,0.073566035,0.02897622
18,1715.847555,91.2163319,0.267926755,0.163411977,-0.222442365,-0.001472432
23,1125.375375,123.4496835,-1.235259411,-0.122328787,-0.424146761,0.024981323
4,270.6406648,-2.52316312,-1.175912031,-0.077798375,-0.382221953,0.03249037
13,1687.571159,-430.3521203,0.513644832,0.168471199,-0.654442678,0.018509428
7,1219.357839,-389.6817796,0.494436417,-0.10886561,-0.666447666,0.057487531
1,1085.509883,-248.6968829,-2.888881611,0.037109077,0.363749208,0.071295753
6,83.70655033,13.17700349,-0.991942134,0.081952542,-0.571596734,0.017941854
1,1974.469818,-391.6271656,0.787501692,0.157575996,0.099818388,0.011915078
1,1102.81141,-172.6617645,-0.750777166,0.072132152,0.283080927,0.011004737
4,196.8729065,-7.671001843,-0.636336553,0.070507044,0.241782251,0.011941616
20,1973.281321,-434.4687392,0.290132947,0.151845443,-0.056056079,-0.004945024
7,1497.55497,-410.9718477,0.406533656,-0.134000174,-0.067856714,0.06450013
1,1375.595011,-269.5704971,-3.071948251,0.006962892,0.95218202,0.052390369
3,374.592279,-11.94527027,-1.212204092,0.065332966,0.029686797,-0.005476448
9,1830.157105,14.82356046,0.56941952,0.121873024,-0.143993801,0.01179844
16,1001.60319,64.67086115,-0.414678136,-0.075253351,-0.326250178,0.059148056
17,154.727952,24.9134643,-0.713224248,-0.088679426,-0.332065454,0.065154457
2,1964.359088,-245.8199299,0.794348636,0.119623252,-0.04605529,7.36E-06
2,1295.159382,-150.1760987,0.104893235,-0.002467929,-0.02151567,0.001618094
2,623.1300637,-71.36442774,0.012627061,-0.000272544,-0.003569748,0.000189744
4,1838.122646,-91.4047759,0.527164131,0.013320782,0.263553016,0.022226986
5,1342.157468,-41.77995266,0.219358297,-0.150923323,0.194723035,0.022170709
10,893.1203425,-4.369799143,0.331436295,-0.167859707,0.192441568,0.02168798
17,229.3474853,16.94871515,-0.241348823,-0.218862696,0.378870846,0.061732235
4,1985.871671,-220.024364,0.359585283,0.148597277,-0.049362072,-0.003229762
2,1489.906492,-170.3995408,0.05177945,-0.015646828,-0.118192053,-0.003286039
2,822.0312213,-83.32063276,-0.370346007,0.027497544,-0.02458263,-0.002263036
3,149.9077785,-5.405799763,-0.426809899,0.028797877,-0.006469364,-0.00311907
16,2143.181847,-47.87018103,0.425691,0.17470172,-0.139554093,0.007854172
4,1285.578094,-54.73655361,-0.488245925,-0.052090789,-0.561245508,0.049064114
10,787.976181,-17.0366987,-0.003442838,0.013709851,-0.202342874,0.004451153
5,118.0855821,-4.548536239,-0.326641913,-0.057837668,-0.1009976,0.047520569
5,1826.188431,-104.5254515,0.645084028,0.018329645,0.134889247,0.030011246
4,1376.854474,-62.44853723,0.48665743,-0.164423123,0.081247906,0.030921979
10,881.2153892,-16.04601779,0.335609049,-0.145966647,0.083502321,0.029966121
10,213.5635866,0.996128476,-0.129069833,-0.214148398,0.212007845,0.069505357
3,1726.487444,-19.76823627,0.043601704,0.072213527,-0.042868173,0.008528196
16,1167.184032,44.97237039,-0.51222529,-0.07030912,-0.010991593,0.007218199
11,304.5381842,6.463457383,-0.915350236,-0.158201828,-0.323728586,0.050506462
2,1832.339293,-216.7795881,0.54864073,0.142742651,0.006137324,0.001201269
2,1163.110532,-121.0276511,-0.131104875,0.020382158,0.028121323,0.002961883
3,491.1573056,-42.04005913,-0.230582239,0.022788119,0.047763706,0.001419787
17,1690.942251,80.78804541,0.79452863,0.138652938,-0.053474911,0.006019576
23,1027.914532,78.66192283,-0.016643207,-0.084119522,0.226369548,0.05764017
3,145.2963692,-21.09029771,0.34208669,-0.073106901,-0.385047589,0.070845299
13,1633.486944,-362.2614253,1.586822375,0.08512648,-0.167896586,0.001250123
7,1165.273624,-321.5910846,1.567613961,-0.19221033,-0.179901574,0.040228225
2,1031.425667,-180.606188,-1.815704068,-0.046235642,0.8502953,0.054036447
1,273.2684969,-66.0951043,0.483829119,-0.029363641,-0.020028057,-0.003073595
5,1813.851037,-112.2160866,0.070667054,0.182789901,0.261823208,-0.002751505
4,1364.517081,-70.1391723,-0.087759544,3.71E-05,0.208181867,-0.001840773
10,868.8779958,-23.73665286,-0.238807925,0.018493609,0.210436281,-0.002796631
5,201.2261933,-6.694506594,-0.703486808,-0.049688142,0.338941805,0.036742605
3,1929.284286,-181.2614213,0.308053671,0.164409506,0.037013212,-4.18E-05
4,1369.980875,-116.5208146,-0.247773323,0.021886859,0.068889792,-0.001351831
4,872.3553222,-77.07985137,0.010570975,-0.00042538,0.021698997,0.000375237
4,375.9300564,-33.17667831,0.004224438,-0.000136079,-0.001871377,0.000118514
5,1666.497938,-234.51123,-0.17711467,0.224394742,0.380418349,-0.025074175
1,1217.163981,-192.4343157,-0.335541268,0.041641973,0.326777008,-0.024163442
11,345.2848355,17.74213118,-1.701474033,0.138800889,0.561989105,-0.025874255
13,1953.436798,-500.1189557,1.424846224,0.086739166,-0.178076995,3.06E-05
21,1485.016139,-456.6869259,1.321317008,-0.168972304,-0.175533076,0.046510853
1,1332.612622,-300.6362606,-2.592274857,-0.106052386,0.819683005,0.078463651
1,320.2266189,-53.77194521,-0.037090072,-0.000268336,-0.103767639,-0.00018295
16,1928.763335,41.16447527,-0.172200806,0.223471664,0.203721804,-0.0310821
16,1071.159583,34.29810269,-1.086137731,-0.003320845,-0.217969611,0.010127842
4,234.6285097,6.777619887,-1.665969471,-0.013585788,-0.087070444,0.010856313
2,1796.156157,-226.9115114,0.793274137,0.119635939,-0.049072484,-9.08E-06
2,1126.927397,-131.1595744,0.113528532,-0.002724553,-0.027088484,0.001751532
2,454.9741701,-52.17198244,0.014051169,-0.000318593,-0.007446101,0.000209437
12,1664.199823,-500.0539675,1.693155569,0.08461455,-0.116256486,0.001959137
7,1142.500675,-463.6742821,1.416005413,-0.154034932,-0.304731924,0.045628903
1,916.504213,-241.5792205,-2.389835978,-0.017027463,0.922605092,0.03508098
18,1982.704381,123.4390527,0.504605103,0.031625219,0.304825682,0.00437957
22,1392.232201,155.6724044,-0.998581062,-0.254115545,0.103121286,0.030833325
16,189.7404848,65.38958371,-1.771609284,-0.1962182,0.20624608,0.0493153
13,1723.357089,-431.8704344,0.46390486,0.15057822,-0.440565687,0.005182665
7,1255.14377,-391.2000936,0.444696445,-0.126758589,-0.452570675,0.044160767
1,1121.295813,-250.215197,-2.938621583,0.019216098,0.577626199,0.057968989
4,119.4924806,11.65868941,-1.041682106,0.064059563,-0.357719742,0.00461509
11,1937.715475,125.278553,1.047988154,0.036669787,0.321713742,0.038103552
23,1355.039184,165.0039017,0.18901125,-0.195646051,0.219212967,0.074948221
23,479.0903826,60.43833846,-0.029704871,-0.169441423,-0.02357066,0.094689355
20,2024.144866,-496.9180183,1.475262468,0.086269798,-0.165977286,0.000405619
7,1548.418515,-473.4211268,1.591663178,-0.199575819,-0.17777792,0.069850773
1,1426.458557,-332.0197763,-1.88681873,-0.058612753,0.842260813,0.057741012
1,425.4558243,-74.39454942,-0.027074571,-0.00024268,-0.08023441,-0.000125805
6,2084.300434,-37.39244507,-0.217692178,0.226103033,-0.03587385,-0.047532127
4,1659.63174,2.245680629,-0.328712834,0.030139155,-0.133869671,-0.04866961
16,1165.184854,49.50787342,-0.535817179,0.062109303,-0.090664813,-0.047840042
18,305.4309991,24.32885591,-1.196548952,-0.003095085,-0.384865305,-0.005900937
3,1724.400411,-147.0593426,0.324342856,0.083033022,0.180944901,0.02147444
5,1164.845546,-82.62545115,-0.222610031,-0.059752159,0.207669828,0.020332627
6,709.115232,-48.24360079,0.119973456,-0.097696283,0.099236413,0.020610965
10,287.0030022,-12.26317473,0.218370281,-0.113792235,0.090826972,0.020943632
1,1734.039202,-356.4414371,1.941528689,0.08226887,-0.222480189,0.003790535
3,862.9046614,-136.8577744,0.398581392,-0.003106456,-0.037618608,0.002845544
1,279.0950374,-101.325169,1.572590651,-0.065729547,-0.285017468,0.006531358
2,2083.681896,-337.0955615,0.924752439,0.192547207,-0.354999278,0.028386925
6,1414.453136,-241.3436246,0.245006834,0.070186714,-0.333015279,0.030147539
1,973.0572981,-210.4604559,0.792389064,-0.002279467,-0.48887877,0.026145496
6,107.4606146,-0.643803673,-0.59635392,0.106965983,-0.168991723,0.027605376
9,2087.554252,51.78742396,0.09427613,0.172217093,0.18177802,-0.006088761
23,1257.162644,97.72870374,-0.87420931,-0.041773482,-0.039935955,0.037763384
4,384.9772184,-15.9305138,-1.184640444,-0.0632748,-0.192191152,0.02712993
5,1875.051216,-165.9094743,0.256098891,0.236621802,0.198693608,-0.042602067
6,1425.839448,-123.8060282,0.092164396,0.054086408,0.141164584,-0.041934659
6,1004.25757,-87.232604,0.152697955,0.039398045,0.107297227,-0.042855373
6,583.9928127,-49.93144449,0.15450695,0.038948446,0.109954342,-0.042594716
12,163.7016925,-12.59661398,0.154478077,0.038963655,0.109742238,-0.042601986
19,1806.322157,-393.3470706,0.998446527,0.180344912,0.018392281,0.022984928
14,1269.831232,-379.8941822,0.724615705,-0.077068355,-0.61205383,0.051748983
1,1145.955613,-275.7130123,-2.186490266,0.069991261,1.055726963,0.072360511
5,148.2139236,-6.907373919,-0.524965313,0.094033885,0.105677062,0.022279488
1,2228.652653,-460.4707733,1.280186406,0.112711136,0.272198531,-0.001512662
5,1357.518112,-240.8871106,-0.262760891,0.02733581,0.457060112,-0.002457653
21,866.0033257,-219.1202261,1.281466119,-0.087292635,0.143660545,0.010032957
15,731.2931085,-80.09451973,-2.532047643,-0.089630489,1.276526384,0.078145949
4,1843.68649,44.65417632,0.738459584,0.098640711,0.419148744,-0.009545333
23,1348.008054,94.15169289,0.430274986,-0.06556743,0.356848648,-0.009558234
16,468.4610481,17.70940627,-0.203400719,-0.101240583,-0.117210839,0.046976186
16,2049.747347,71.12061566,1.535137333,0.151815559,0.180501117,-0.024084361
16,1194.265331,69.53174179,0.600395201,-0.05146391,-0.178573359,0.031149706
23,358.0233147,43.44513252,0.099164146,-0.06075045,-0.055615776,0.028170495
3,1994.889622,-205.7441154,0.108392933,0.184010236,0.124746881,-0.00251555
2,1435.334757,-141.3102239,-0.438559954,0.041225055,0.151471807,-0.003657363
3,763.1252947,-59.20709191,-0.653869489,0.063687815,0.165371233,-0.002038517
5,196.7065648,-11.35109031,-0.362309687,0.039252654,0.105401998,-0.00202513
3,2053.614751,-288.7494425,0.298570599,0.243409337,0.297263204,-0.037331094
1,1494.059885,-224.3155511,-0.248382288,0.100624156,0.323988131,-0.038472907
5,614.219052,-30.9498541,-1.190163324,0.157323174,0.467153771,-0.037845815
20,128.9355932,-10.41747777,0.234072995,0.057126187,0.173064029,-0.033076506
18,1733.089085,91.76409753,-0.212061806,0.258785771,0.235745182,-0.03600563
23,1142.616905,123.9974492,-1.715247971,-0.026954993,0.034040786,-0.009551875
6,287.8821943,-1.975397489,-1.655900592,0.017575419,0.075965593,-0.002042827
10,1982.432685,43.34894364,0.929378886,0.00537141,0.162132789,0.018262914
16,1323.832137,72.29110294,0.133081687,-0.226335306,0.336392874,0.057460056
16,456.2772722,25.61366227,0.105580746,-0.225585828,-0.038530571,0.060726014
17,1685.600641,81.53889013,0.790223916,0.138605218,-0.071449122,0.005951492
23,1022.572922,79.41276756,-0.020947922,-0.084167243,0.208395337,0.057572087
3,139.9547586,-20.33945299,0.337781975,-0.073154622,-0.403021799,0.070777215
6,2040.242922,-65.55231932,0.226166907,0.237550274,0.131684873,-0.042867599
16,1615.574227,-25.91419362,0.115146251,0.041586396,0.033689051,-0.044005082
5,758.1703282,-37.37499513,-0.731701474,0.009916004,-0.273742947,-0.001559735
10,294.7507133,-9.286549409,0.139035423,0.051257019,0.125221923,-0.038854694
4,1669.231748,-552.5772821,1.722806243,0.084465383,-0.108745643,0.002175116
14,1173.26657,-502.9524589,1.415000409,-0.079778722,-0.177575625,0.002118838
1,912.8317427,-235.1739267,-2.935067904,-0.057236487,0.920107985,0.061152145
3,2270.127055,-95.45845099,0.268140992,0.151720392,0.116253569,-0.005066644
3,1710.823644,-30.71784433,-0.287686002,0.009197745,0.148130149,-0.006376642
16,1145.705246,21.4944573,-0.223785487,0.007525877,0.106902834,-0.005043167
3,284.3954652,-13.51917995,-0.714591523,-0.078501071,-0.185464945,0.036803021
3,1631.250649,-256.710268,0.396516667,0.132381728,0.032664063,-0.006776706
1,1071.947237,-191.9696613,-0.159310327,-0.01014092,0.064540644,-0.008086703
2,191.8109457,1.405447583,-1.094583488,0.046330675,0.203054054,-0.007308134
16,2015.840782,92.00403192,-0.037677083,0.183331212,0.009518614,-0.019822631
23,1158.23703,85.13765934,-0.951614008,-0.043461297,-0.412172802,0.021387312
3,295.6339817,0.19453709,-1.713376871,-0.058399759,-0.434425388,0.013366451
10,1865.144134,44.9355281,0.845405684,0.169406417,0.244212721,-0.025991542
16,1204.95452,76.60355244,0.049871673,-0.0444565,0.40455193,0.017661883
24,339.8599681,37.86525441,-0.058266754,-0.037410172,0.075885782,0.030425044
